"age","-2","-1","0","1","2"
87.5,0.624036033772533,0.734988106044902,0.81953603273319,0.88932321012861,0.949468711930929
88,0.624672719881399,0.735383645602134,0.81963921486631,0.889130487221675,0.948987506038513
88.5,0.625299431774215,0.735765664012658,0.819727979334414,0.888923646484435,0.948493123760612
89,0.625932137516315,0.736153012796054,0.819823346762212,0.888725477929949,0.948009864610212
89.5,0.626586787114825,0.73656448631978,0.819946239689347,0.888558634444774,0.947561854247145
90,0.627279388475697,0.737018909758861,0.820117580655462,0.888445738715527,0.947173159314896
90.5,0.62802540139795,0.737534424433846,0.820357497041093,0.888408522717302,0.946866871246411
91,0.628837914714415,0.738126341834881,0.820682935590358,0.888465247673105,0.946662360357629
91.5,0.62972697432481,0.738806364492222,0.821106803557992,0.888629780405793,0.946574296991525
92,0.630692721858464,0.739574535301376,0.821629030877612,0.888901932312788,0.94660237257573
92.5,0.631732811552974,0.740427975858198,0.822246303152554,0.889278007646403,0.946742547238767
93,0.632844888532115,0.741363802434803,0.822955305986155,0.889754316437415,0.946990792790181
93.5,0.634026588778534,0.742379126008812,0.823752724981752,0.890327174424974,0.947343092557449
94,0.635275539106248,0.743471052292503,0.824635245742682,0.890992902987273,0.94779544122505
94.5,0.636589357133,0.744636681761892,0.825599553872281,0.891747829072982,0.948343844675667
95,0.637965651252538,0.745873109685734,0.826642334973888,0.892588285133445,0.948984319833498
95.5,0.639402020606882,0.747177426154459,0.827760274650839,0.893510609055623,0.949712894509652
96,0.640896055058629,0.748546716109044,0.82895005850647,0.894511144095783,0.950525607249621
96.5,0.642445335163372,0.749978059369833,0.830208372144119,0.895586238813927,0.951418507182784
97,0.64404743214228,0.751468530665304,0.831531901167122,0.896732247008953,0.95238765387394
97.5,0.645699003791059,0.753014144649588,0.832916164106352,0.897944269521065,0.953427781424453
98,0.647393075738767,0.754606687598178,0.834352011202826,0.899212382896255,0.95452829713721
98.5,0.649121742178187,0.756236876723139,0.835829125625093,0.900525419145109,0.955677299128864
99,0.650877068231223,0.757895414444583,0.837337190541707,0.901872224484092,0.956862913209052
99.5,0.652651089879839,0.759572988478562,0.838865889121217,0.903241659157299,0.958073292482577
100,0.654435813898112,0.761260271924812,0.840404904532176,0.904622597260178,0.959296616956891
